face_id,LeftEye_x,LeftEye_y,RightEye_x,RightEye_y,Nose_x,Nose_y,Mouth_x,Mouth_y,file_id,sex
42774,343.0,204.0,446.0,219.0,418.0,266.0,406.0,316.0,image34911.jpg,f
42776,467.0,194.0,557.0,182.0,504.0,230.0,511.0,278.0,image34940.jpg,f
42777,234.0,134.0,287.0,133.0,249.0,180.0,262.0,197.0,image34942.jpg,m
42778,675.0,1146.0,859.0,1083.0,785.0,1201.0,829.0,1299.0,image34987.jpg,f
42780,415.0,104.0,450.0,95.0,453.0,120.0,447.0,142.0,image35080.jpg,m
42781,164.0,104.0,188.0,97.0,193.0,119.0,187.0,137.0,image35081.jpg,m
42782,2206.0,842.0,2576.0,781.0,2496.0,1070.0,2499.0,1179.0,image35084.jpg,f
42783,225.0,177.0,239.0,176.0,245.0,201.0,233.0,222.0,image35105.jpg,m
42784,307.0,107.0,347.0,110.0,335.0,136.0,329.0,155.0,image35108.jpg,m
42785,176.0,116.0,225.0,116.0,216.0,143.0,213.0,176.0,image35109.jpg,f
42786,181.0,117.0,227.0,116.0,217.0,138.0,215.0,162.0,image35112.jpg,f
42787,240.0,116.0,272.0,110.0,270.0,135.0,269.0,153.0,image35121.jpg,f
42788,553.0,409.0,665.0,405.0,625.0,486.0,616.0,522.0,image35135.jpg,f
42789,652.0,179.0,686.0,167.0,682.0,199.0,677.0,219.0,image35150.jpg,f
42790,103.0,190.0,183.0,164.0,165.0,220.0,171.0,256.0,image35156.jpg,m
42791,128.0,150.0,199.0,164.0,202.0,195.0,176.0,242.0,image35182.jpg,m
42792,232.0,212.0,345.0,213.0,302.0,272.0,285.0,329.0,image35191.jpg,f
42793,607.0,220.0,667.0,222.0,625.0,248.0,626.0,289.0,image35193.jpg,m
42794,247.0,148.0,271.0,152.0,274.0,167.0,262.0,181.0,image35219.jpg,m
42795,249.0,212.0,315.0,214.0,280.0,232.0,281.0,260.0,image35223.jpg,m
42796,640.0,383.0,719.0,384.0,712.0,466.0,673.0,522.0,image35230.jpg,f
42797,364.0,532.0,544.0,504.0,487.0,593.0,477.0,680.0,image35241.jpg,m
42799,187.0,163.0,258.0,170.0,238.0,229.0,216.738204956055,259.656646728516,image35252.jpg,m
42800,154.0,227.0,193.0,224.0,194.0,247.0,188.0,282.0,image35258.jpg,f
42801,277.0,179.0,323.0,175.0,345.0,204.0,328.0,243.0,image35259.jpg,m
42802,840.0,781.0,1177.0,861.0,1142.0,987.0,1073.0,1187.0,image35284.jpg,m
42804,114.0,172.0,186.0,171.0,206.0,201.0,209.0,267.0,image35323.jpg,m
42805,165.0,80.0,226.0,88.0,188.0,117.0,188.0,142.0,image35351.jpg,f
42806,742.0,247.0,794.0,259.0,781.0,289.0,761.0,314.0,image35356.jpg,m
42808,1889.0,1496.0,2430.0,1323.0,2295.0,1703.0,2349.0,1957.0,image35391.jpg,m
42809,425.0,503.0,709.0,656.0,526.0,794.0,412.0,883.0,image35408.jpg,f
42811,1096.0,870.0,1336.0,816.0,1166.0,1040.0,1270.0,1146.0,image35411.jpg,f
42812,441.0,239.0,514.0,249.0,517.0,306.0,468.0,345.0,image35415.jpg,f
42816,200.0,203.0,331.0,275.0,274.0,261.0,237.0,349.0,image35470.jpg,m
42817,197.0,101.0,297.0,91.0,274.0,139.0,284.0,201.0,image35484.jpg,m
42818,570.0,449.0,650.0,448.0,671.0,526.0,616.0,598.0,image35492.jpg,m
42819,218.0,115.0,330.0,143.0,295.0,195.0,278.0,237.0,image35493.jpg,f
42820,334.0,491.0,535.0,432.0,544.0,565.0,546.0,682.0,image35503.jpg,m
42821,383.0,363.0,515.0,373.0,487.0,449.0,459.0,531.0,image35510.jpg,m
42823,154.0,129.0,187.0,116.0,185.0,147.0,180.0,157.0,image35528.jpg,f
42824,128.0,10.0,163.0,14.0,142.0,40.0,148.0,49.0,image35532.jpg,m
42825,2281.0,1233.0,2623.0,1165.0,2548.0,1455.0,2460.0,1608.0,image35538.jpg,f
42826,104.0,138.0,152.0,123.0,136.0,150.0,142.0,175.0,image35563.jpg,m
42828,519.0,320.0,606.0,294.0,607.0,368.0,588.0,419.0,image35585.jpg,m
42829,354.0,171.0,389.0,164.0,384.0,183.0,382.0,200.0,image35611.jpg,m
42830,1068.0,455.0,1184.0,514.0,1173.0,508.0,1149.0,570.0,image35626.jpg,f
42832,1267.0,808.0,1616.0,709.0,1501.0,940.0,1526.0,1151.0,image35636.jpg,m
42836,981.0,813.0,1112.0,790.0,1099.0,882.0,1099.0,1031.0,image35661.jpg,f
42840,423.0,216.0,506.0,238.0,513.0,266.0,508.0,332.0,image35706.jpg,f
42841,125.0,135.0,141.0,138.0,136.2879638671875,151.49606323242188,132.0,158.0,image35708.jpg,m
42842,123.0,77.0,138.0,71.0,143.0,82.0,139.0,96.0,image35710.jpg,m
42843,424.0,186.0,490.0,205.0,471.0,238.0,450.0,278.0,image35731.jpg,m
42844,192.0,318.0,231.0,316.0,232.0,340.0,236.0,369.0,image35737.jpg,m
42845,112.0,188.0,135.0,189.0,123.0,199.0,124.0,210.0,image35744.jpg,m
42846,153.0,173.0,190.0,164.0,194.0,189.0,187.0,214.0,image35755.jpg,m
42847,92.0,215.0,119.0,205.0,109.0,225.0,112.0,242.0,image35787.jpg,f
42849,1185.0,1711.0,1478.0,1781.0,1329.0,1907.0,1280.0,2075.0,image35807.jpg,f
42851,1148.0,476.0,1495.0,328.0,1347.0,633.0,1413.0,750.0,image35822.jpg,f
42852,186.0,207.0,240.0,227.0,233.0,258.0,208.0,288.0,image35826.jpg,f
42853,852.0,902.0,995.0,902.0,979.0,967.0,959.0,1082.0,image35827.jpg,f
42854,118.0,103.0,155.0,103.0,150.0,125.0,146.0,151.0,image35834.jpg,m
42855,193.0,214.0,274.0,220.0,269.0,248.0,254.901290893555,310.935607910156,image35845.jpg,m
42856,272.0,125.0,294.0,144.0,294.0,159.0,279.0,180.0,image35870.jpg,f
42857,185.0,238.0,273.0,233.0,226.0,273.0,232.0,311.0,image35872.jpg,f
42858,245.0,158.0,278.0,160.0,264.0,175.0,262.0,195.0,image35884.jpg,f
42859,165.0,106.0,186.0,106.0,185.0,125.0,172.0,137.0,image35894.jpg,f
42861,456.0,111.0,488.0,113.0,484.0,136.0,475.0,151.0,image35912.jpg,m
42862,258.0,206.0,331.0,210.0,326.0,247.0,322.0,303.0,image35916.jpg,f
42863,299.0,133.0,329.0,141.0,326.0,152.0,317.0,173.0,image35923.jpg,f
42865,184.0,135.0,265.0,116.0,246.0,180.0,254.0,220.0,image35929.jpg,f
42866,185.0,173.0,248.0,171.0,245.0,223.0,225.0,253.0,image35930.jpg,f
42867,218.0,294.0,275.0,283.0,260.0,313.0,263.0,338.0,image35931.jpg,m
42868,209.0,149.0,239.0,157.0,231.0,195.0,214.0,214.0,image35932.jpg,m
42869,101.0,103.0,135.0,107.0,127.0,121.0,124.0,140.0,image35943.jpg,f
42870,204.4431915283203,214.14511108398438,230.17434692382812,208.23959350585938,223.22271728515625,224.8200225830078,222.17848205566406,239.50131225585938,image35954.jpg,f
42871,163.0,179.0,215.0,170.0,216.0,212.0,205.0,244.0,image35955.jpg,f
42872,269.0,162.0,331.0,164.0,331.0,199.0,309.0,238.0,image35958.jpg,f
42873,151.0,232.0,201.0,233.0,185.0,247.0,187.0,273.0,image35961.jpg,m
42875,195.0,144.0,258.0,132.0,233.0,170.0,235.0,201.0,image35968.jpg,m
42876,179.0,209.0,206.4366455078125,215.00189208984375,196.0,222.0,193.47850036621094,242.927978515625,image35999.jpg,f
42877,494.0,603.0,535.0,610.0,522.0,630.0,518.0,661.0,image36009.jpg,m
42878,283.0,116.0,338.0,105.0,310.0,133.0,319.0,160.0,image36020.jpg,m
42880,192.0,139.0,231.0,142.0,227.0,172.0,213.0,196.0,image36040.jpg,f
42881,166.0,164.0,247.0,159.0,231.0,194.0,233.0,234.0,image36051.jpg,m
42882,509.0,125.0,563.0,122.0,568.0,148.0,568.0,191.0,image36060.jpg,m
42883,229.0,128.0,341.0,147.0,334.0,205.0,324.0,285.0,image36063.jpg,f
42884,160.0,63.0,199.0,67.0,180.0,85.0,177.0,106.0,image36069.jpg,m
42885,482.0,225.0,533.0,226.0,522.0,257.0,520.0,295.0,image36074.jpg,m
42887,275.0,148.0,306.0,148.0,287.0,166.0,280.0,179.0,image36097.jpg,m
42888,117.0,198.0,191.0,226.0,135.0,250.0,126.0,288.0,image36105.jpg,f
42890,61.0,70.0,101.0,72.0,100.0,88.0,101.0,116.0,image36119.jpg,m
42891,257.0,300.0,331.0,302.0,324.0,366.0,302.0,388.0,image36124.jpg,f
42893,278.0,103.0,332.0,104.0,324.0,128.0,320.0,151.0,image36137.jpg,f
42894,260.0,119.0,282.0,123.0,271.0,131.0,266.9478759765625,146.3592071533203,image36150.jpg,f
42895,129.0,114.0,172.0,108.0,159.0,136.0,159.0,161.0,image36155.jpg,f
42897,159.0,110.0,231.0,129.0,195.0,189.0,183.0,209.0,image36187.jpg,m
42901,75.0,95.0,261.0,89.0,192.0,232.0,186.0,280.0,image36196.jpg,f
42902,2197.0,485.0,2295.0,483.0,2287.0,553.0,2269.0,622.0,image36223.jpg,f
42903,248.0,116.0,363.0,119.0,302.0,183.0,303.0,223.0,image36229.jpg,m
42904,238.79640197753906,53.899513244628906,252.0,55.0,250.0,63.0,246.0,72.0,image36248.jpg,m
42905,443.0,471.0,558.0,453.0,507.0,526.0,516.0,584.0,image36261.jpg,f
42906,124.0,272.0,185.0,261.0,181.0,283.0,185.0,319.0,image36272.jpg,f
42907,134.0,166.0,191.0,152.0,202.0,196.0,189.0,230.0,image36319.jpg,f
42909,315.0,234.0,371.0,230.0,364.0,273.0,353.0,301.0,image36326.jpg,m
42910,457.0,275.0,529.0,284.0,521.0,330.0,512.0,382.0,image36348.jpg,m
42911,304.0,78.0,354.0,46.0,350.0,95.0,355.0,124.0,image36350.jpg,m
42912,133.0,163.0,205.0,164.0,133.0,196.0,139.0,237.0,image36356.jpg,m
42913,432.4259338378906,272.8158874511719,457.4128112792969,274.7281494140625,444.91937255859375,285.05438232421875,444.02886962890625,294.9306335449219,image36357.jpg,m
42914,147.0,109.0,169.0,105.0,165.0,114.0,165.0,127.0,image36369.jpg,f
42915,321.0,149.0,378.0,178.0,369.0,180.0,362.0,217.0,image36371.jpg,f
42917,357.0,245.0,460.0,249.0,437.0,291.0,419.0,354.0,image36392.jpg,f
42918,213.0,138.0,283.0,142.0,238.0,163.0,240.0,189.0,image36401.jpg,m
42920,309.0,452.0,498.0,522.0,397.0,575.0,358.0,658.0,image36414.jpg,f
42921,771.0,506.0,884.0,539.0,917.0,624.0,836.0,741.0,image36429.jpg,f
42922,164.0,104.0,197.0,102.0,180.0,124.0,182.0,143.0,image36443.jpg,m
42923,410.0,357.0,510.0,328.0,490.0,401.0,489.0,436.0,image36449.jpg,f
42924,186.0,78.0,263.0,82.0,260.0,120.0,246.0,177.0,image36477.jpg,m
42926,867.0,502.0,1002.0,495.0,978.0,558.0,959.0,637.0,image36490.jpg,f
42928,132.0,110.0,166.0,111.0,161.0,126.0,160.0,146.0,image36508.jpg,f
42930,193.0,169.0,220.0,165.0,225.0,188.0,213.0,210.0,image36515.jpg,m
42931,95.0,75.0,142.0,65.0,138.0,95.0,136.0,121.0,image36523.jpg,f
42932,240.0,84.0,334.0,116.0,269.0,161.0,257.0,207.0,image36539.jpg,m
42933,138.0,83.0,169.0,94.0,164.0,101.0,161.0,123.0,image36556.jpg,f
42934,187.0,126.0,248.0,139.0,240.0,145.0,231.0,191.0,image36578.jpg,m
42935,219.0,172.0,257.0,181.0,254.0,193.0,246.0,224.0,image36590.jpg,f
42936,185.0,159.0,227.0,160.0,225.0,192.0,220.0,219.0,image36598.jpg,f
42937,203.0,139.0,239.0,144.0,245.0,161.0,240.0,194.0,image36599.jpg,f
42938,364.0,124.0,383.0,118.0,393.0,150.0,375.0,169.0,image36605.jpg,f
42939,246.0,167.0,331.0,159.0,306.0,201.0,303.0,236.0,image36611.jpg,m
42940,745.0,681.0,917.0,725.0,829.0,790.0,797.0,897.0,image36623.jpg,m
42941,131.0,169.0,193.0,175.0,166.0,206.0,159.0,239.0,image36648.jpg,f
42942,163.0,67.0,178.0,74.0,177.1447296142578,85.8848876953125,167.71653747558594,98.08773803710938,image36651.jpg,f
42943,426.0,162.0,457.0,149.0,464.0,178.0,456.0,200.0,image36670.jpg,f
42944,236.0,643.0,334.0,637.0,291.0,696.0,292.0,741.0,image36679.jpg,f
42945,95.0,290.0,155.0,287.0,117.0,326.0,120.0,356.0,image36682.jpg,m
42947,314.0,352.0,344.0,360.0,323.0,368.0,321.0,386.0,image36696.jpg,m
42948,451.0,248.0,503.0,252.0,443.0,304.0,469.0,326.0,image36698.jpg,m
42949,847.0,955.0,1045.0,946.0,1083.0,1038.0,1077.0,1161.0,image36706.jpg,m
42950,1013.0,342.0,1166.0,318.0,1199.0,469.0,1140.0,604.0,image36720.jpg,m
42951,205.0,170.0,252.0,168.0,246.0,194.0,241.0,210.0,image36722.jpg,f
42952,438.0,178.0,508.0,210.0,452.0,242.0,436.0,261.0,image36740.jpg,m
42953,547.0,271.0,608.0,272.0,601.0,330.0,538.0,350.0,image36743.jpg,f
42954,334.0,616.0,557.0,617.0,442.0,782.0,409.0,811.0,image36744.jpg,f
42955,547.0,163.0,591.0,170.0,599.0,212.0,574.0,242.0,image36745.jpg,f
42956,290.0,358.0,399.0,329.0,387.0,433.0,380.0,479.0,image36749.jpg,m
42957,210.0,211.0,243.0,206.0,237.0,245.0,220.0,258.0,image36763.jpg,m
42959,91.0,27.0,123.0,39.0,113.0,60.0,93.0,82.0,image36803.jpg,f
42960,130.0,89.0,173.0,86.0,143.0,104.0,145.0,127.0,image36812.jpg,m
42961,298.0,323.0,392.0,335.0,363.0,394.0,336.0,434.0,image36827.jpg,f
42962,279.0,104.0,455.0,106.0,378.0,231.0,370.0,282.0,image36831.jpg,f
42963,400.0,177.0,437.0,174.0,454.0,214.0,436.0,263.0,image36842.jpg,m
42965,187.0,84.0,212.0,91.0,213.0,102.0,205.0,125.0,image36850.jpg,f
42966,434.0,578.0,647.0,559.0,532.0,683.0,547.0,772.0,image36870.jpg,f
42967,593.0,365.0,684.0,356.0,680.0,395.0,677.0,451.0,image36876.jpg,f
42968,414.0,291.0,659.0,277.0,579.0,434.0,570.0,545.0,image36888.jpg,m
42970,212.0,59.0,353.0,68.0,297.0,162.0,291.0,225.0,image36949.jpg,f
42972,566.0,461.0,697.0,458.0,659.0,559.0,632.0,623.0,image36954.jpg,m
42973,1105.0,648.0,1376.0,610.0,1343.0,720.0,1343.0,859.0,image36966.jpg,m
42974,205.0,146.0,250.0,155.0,247.0,193.0,227.0,220.0,image36970.jpg,f
42975,334.0,501.0,468.0,502.0,405.0,561.0,412.0,637.0,image36971.jpg,f
42976,451.0,278.0,499.0,272.0,493.0,309.0,484.0,343.0,image36979.jpg,f
42977,277.0,230.0,349.0,228.0,350.0,282.0,321.0,325.0,image36981.jpg,f
42978,183.0,162.0,246.0,161.0,236.0,202.0,233.0,239.0,image37009.jpg,f
42979,685.0,489.0,867.0,533.0,863.0,638.0,832.0,764.0,image37029.jpg,m
42980,249.94375610351562,244.25196838378906,268.0,246.0,258.0,253.0,257.0,262.0,image37043.jpg,f
42981,175.0,289.0,255.0,290.0,214.0,340.0,215.0,369.0,image37049.jpg,f
42983,948.0,450.0,1091.0,412.0,1061.0,493.0,1063.0,551.0,image37061.jpg,m
42984,1233.0,627.0,1437.0,640.0,1405.0,762.0,1382.0,884.0,image37068.jpg,m
42985,624.0,535.0,653.0,546.0,655.0,558.0,644.0,584.0,image37069.jpg,m
42986,372.0,109.0,419.0,104.0,412.0,137.0,405.0,169.0,image37082.jpg,m
42987,251.0,199.0,264.0,197.0,261.0,206.0,254.0,214.0,image37119.jpg,f
42988,247.0,211.0,348.0,224.0,322.0,284.0,297.0,340.0,image37133.jpg,f
42990,267.0,95.0,309.0,96.0,306.0,116.0,296.0,145.0,image37143.jpg,m
42991,64.0,491.0,106.0,473.0,62.0,516.0,74.0,562.0,image37160.jpg,m
42992,696.0,449.0,774.0,451.0,774.0,516.0,750.0,588.0,image37161.jpg,m
42993,778.0,1447.0,1180.0,1389.0,1029.0,1665.0,1004.0,1746.0,image37166.jpg,f
42995,967.0,1313.0,1595.0,1310.0,1400.0,1750.0,1305.0,1983.0,image37179.jpg,f
42996,184.0,115.0,223.0,128.0,199.0,145.0,188.0,166.0,image37185.jpg,m
42998,224.0,129.0,253.0,137.0,267.0,165.0,252.0,215.0,image37197.jpg,f
43000,200.0,55.0,216.0,52.0,216.0,66.0,211.0,75.0,image37218.jpg,m
43002,49.0,175.0,119.0,175.0,60.0,206.0,60.1980209350586,254.257431030273,image37243.jpg,m
43003,420.0,223.0,517.0,239.0,504.0,282.0,482.0,343.0,image37251.jpg,m
43004,468.0,292.0,549.0,295.0,533.0,349.0,520.0,399.0,image37261.jpg,m
43005,435.0,142.0,467.0,144.0,465.0,162.0,454.0,179.0,image37263.jpg,m
43006,286.0,305.0,395.0,264.0,416.0,360.0,399.0,420.0,image37267.jpg,m
43007,111.0,204.0,207.0,212.0,152.0,262.0,153.0,287.0,image37269.jpg,f
43008,409.0,192.0,483.0,199.0,452.0,247.0,438.0,275.0,image37275.jpg,m
43009,310.0,154.0,344.0,154.0,342.0,183.0,327.0,198.0,image37284.jpg,m
43011,255.0,385.0,525.0,410.0,396.0,497.0,376.0,638.0,image37295.jpg,m
43012,85.0,106.0,133.0,112.0,107.0,134.0,104.0,156.0,image37299.jpg,f
43013,358.0,244.0,395.0,235.0,399.0,276.0,396.0,303.0,image37313.jpg,f
43015,365.0,278.0,469.0,270.0,422.0,342.0,428.0,382.0,image37336.jpg,m
43016,302.0,131.0,377.0,120.0,342.0,175.0,345.0,193.0,image37339.jpg,m
43017,273.0,93.0,298.0,105.0,287.32659912109375,114.93063354492188,276.7154235839844,131.0836181640625,image37358.jpg,m
43019,447.0,341.0,500.0,343.0,486.0,376.0,475.0,402.0,image37366.jpg,f
43020,470.0,210.0,510.0,197.0,512.0,225.0,511.0,254.0,image37406.jpg,f
43021,210.0,113.0,394.0,153.0,307.0,265.0,282.0,335.0,image37453.jpg,m
43022,372.0,80.0,393.0,67.0,400.0,89.0,395.0,114.0,image37474.jpg,f
43023,480.0,78.0,496.0,73.0,513.0,95.0,515.0,112.0,image37485.jpg,m
43024,277.0,104.0,321.0,106.0,323.0,134.0,309.0,169.0,image37489.jpg,m
43025,356.0,174.0,426.0,174.0,395.0,229.0,393.0,263.0,image37509.jpg,m
43027,532.0,198.0,615.0,224.0,594.0,277.0,561.0,324.0,image37542.jpg,m
43028,218.0,212.0,261.0,199.0,276.0,238.0,264.0,263.0,image37551.jpg,m
43029,285.0,152.0,338.0,135.0,337.0,182.0,331.0,204.0,image37566.jpg,f
43030,205.0,69.0,316.0,53.0,263.0,117.0,268.0,194.0,image37571.jpg,m
43031,204.0,180.0,266.0,165.0,283.0,227.0,269.0,278.0,image37574.jpg,m
43032,341.0,220.0,417.0,211.0,434.0,265.0,407.0,317.0,image37593.jpg,m
43033,270.0,133.0,331.0,138.0,302.0,179.0,296.0,206.0,image37612.jpg,m
43035,168.0,293.0,267.0,303.0,232.0,372.0,209.0,400.0,image37673.jpg,f
43036,150.0,193.0,293.0,198.0,257.0,329.0,224.0,381.0,image37682.jpg,f
43038,220.0,199.0,231.0,225.0,230.0,249.0,204.0,276.0,image37688.jpg,m
43039,152.0,150.0,236.0,165.0,238.0,226.0,210.0,286.0,image37712.jpg,f
43040,592.0,115.0,648.0,124.0,626.0,143.0,611.0,179.0,image37723.jpg,m
43043,234.0,201.0,315.0,214.0,251.0,267.0,258.0,301.0,image37778.jpg,m
43044,278.0,82.0,363.0,179.0,241.0,212.0,212.0,222.0,image37791.jpg,f
43045,256.0,135.0,343.0,108.0,344.0,129.0,362.0,193.0,image37806.jpg,m
43046,165.0,91.0,201.0,101.0,205.0,119.0,191.0,145.0,image37824.jpg,m
43047,221.0,131.0,276.0,141.0,303.0,195.0,274.0,260.0,image37844.jpg,f
43048,537.0,358.0,621.0,338.0,631.0,423.0,603.0,480.0,image37847.jpg,m
43049,466.0,85.0,641.0,70.0,551.0,229.0,566.0,261.0,image37861.jpg,f
43050,158.0,94.0,178.0,77.0,192.0,100.0,186.0,121.0,image37865.jpg,m
43051,117.0,180.0,177.0,164.0,156.0,222.0,163.0,238.0,image37882.jpg,m
43052,150.0,82.0,220.0,44.0,163.0,113.0,195.0,151.0,image37888.jpg,f
43053,524.0,271.0,561.0,267.0,564.0,298.0,544.0,333.0,image37896.jpg,m
43054,705.0,372.0,768.0,397.0,769.0,478.0,718.0,541.0,image37904.jpg,f
43057,169.51255798339844,207.5684356689453,190.0,208.0,178.0,223.0,179.0,230.0,image37952.jpg,m
43059,259.0,30.0,416.0,34.0,338.0,113.0,331.0,172.0,image37968.jpg,f
43061,189.0,79.0,232.0,87.0,221.0,96.0,213.0,122.0,image37979.jpg,m
43062,125.0,95.0,160.0,104.0,154.0,121.0,141.0,142.0,image37993.jpg,m
43063,218.0,162.0,280.0,176.0,278.0,212.0,255.0,251.0,image38012.jpg,m
43064,121.0,156.0,264.0,148.0,160.0,255.0,191.0,327.0,image38023.jpg,m
43065,356.0,234.0,435.0,195.0,476.0,240.0,483.0,318.0,image38034.jpg,m
43066,171.0,180.0,238.0,170.0,205.0,209.0,206.0,248.0,image38059.jpg,m
43067,136.0,282.0,276.0,244.0,178.0,367.0,236.0,429.0,image38064.jpg,f
43068,522.0,521.0,614.0,533.0,576.0,587.0,561.0,626.0,image38066.jpg,f
43069,260.0,157.0,283.0,156.0,268.0,166.0,268.0,179.0,image38087.jpg,m
43070,214.0,534.0,408.0,416.0,388.0,554.0,455.0,676.0,image38110.jpg,f
43071,411.0,459.0,644.0,451.0,515.0,548.0,524.0,661.0,image38116.jpg,m
43072,158.0,202.0,247.0,177.0,273.0,243.0,270.0,307.0,image38150.jpg,f
43073,113.0,321.0,185.0,367.0,135.0,383.0,113.0,425.0,image38158.jpg,m
43074,104.0,135.0,157.0,118.0,145.0,158.0,153.0,186.0,image38187.jpg,m
43075,100.0,178.0,137.0,168.0,132.0,190.0,135.0,218.0,image38202.jpg,m
43076,255.0,156.0,289.0,159.0,282.0,178.0,275.0,203.0,image38223.jpg,m
43077,246.0,422.0,407.0,406.0,388.0,528.0,370.0,609.0,image38228.jpg,f
43079,308.0,114.0,332.0,119.0,342.0,167.0,311.0,200.0,image38284.jpg,f
43080,361.0,308.0,452.0,305.0,457.0,373.0,432.0,424.0,image38297.jpg,f
43081,314.0,54.0,361.0,67.0,355.0,100.0,334.0,124.0,image38301.jpg,f
43082,463.0,478.0,528.0,499.0,516.0,527.0,499.0,568.0,image38306.jpg,m
43084,305.0,397.0,490.0,280.0,476.0,409.0,541.0,495.0,image38366.jpg,f
43085,442.0,325.0,544.0,320.0,578.0,428.0,548.0,515.0,image38373.jpg,m
43086,96.0,162.0,174.0,155.0,94.0,208.0,122.226623535156,269.553344726563,image38393.jpg,m
43087,177.0,157.0,246.0,163.0,255.0,220.0,230.0,262.0,image38444.jpg,m
43089,154.0,96.0,208.0,100.0,196.0,121.0,194.0,145.0,image38459.jpg,f
43090,1688.0,923.0,2134.0,965.0,1923.0,1172.0,1902.0,1386.0,image38478.jpg,m
43091,180.0,93.0,211.0,100.0,204.0,122.0,196.0,140.0,image38494.jpg,m
43092,571.0,178.0,626.0,160.0,611.0,192.0,616.0,223.0,image38528.jpg,f
43093,280.0,165.0,390.0,207.0,343.0,264.0,302.0,321.0,image38546.jpg,f
43094,378.0,269.0,467.0,276.0,456.0,321.0,438.0,376.0,image38601.jpg,f
43096,192.0,143.0,242.0,120.0,231.0,160.0,236.587982177734,182.403427124023,image38628.jpg,f
43097,1240.0,1118.0,1718.0,1167.0,1404.0,1432.0,1419.0,1564.0,image38639.jpg,m
43098,178.0,188.0,246.0,178.0,234.0,222.0,224.0,254.0,image38652.jpg,m
43099,943.0,1554.0,1087.0,1523.0,1063.0,1599.0,1063.0,1698.0,image38702.jpg,f
43100,1057.0,1365.0,1506.0,1395.0,1400.0,1700.0,1272.0,1899.0,image38710.jpg,f
43101,1976.0,956.0,2225.0,943.0,2121.0,1068.0,2134.0,1216.0,image38716.jpg,m
43102,244.0,153.0,363.0,163.0,362.0,208.0,345.0,272.0,image38723.jpg,f
43105,356.0,41.0,429.0,51.0,389.0,92.0,386.0,122.0,image38756.jpg,m
43106,69.0,194.0,108.0,193.0,92.0,214.0,92.0,231.0,image38777.jpg,f
43107,224.0,116.0,266.0,113.0,248.0,138.0,252.0,155.0,image38777.jpg,f
43108,419.0,195.0,458.0,192.0,440.0,210.0,440.0,228.0,image38777.jpg,f
43109,599.0,513.0,759.0,477.0,767.0,600.0,759.0,704.0,image38780.jpg,f
43112,427.0,226.0,510.0,254.0,466.0,313.0,435.0,346.0,image38840.jpg,f
43113,181.0,161.0,222.0,169.0,209.0,196.0,197.0,219.0,image38850.jpg,m
43114,510.0,167.0,546.0,164.0,542.0,189.0,537.0,213.0,image38865.jpg,m
43116,273.0,348.0,383.0,351.0,344.0,442.0,331.0,511.0,image38883.jpg,f
43117,534.0,334.0,660.0,332.0,594.0,413.0,591.0,456.0,image38883.jpg,f
43118,196.0,362.0,287.0,360.0,263.0,414.0,260.0,457.0,image38884.jpg,f
43119,114.0,218.0,179.0,217.0,169.0,275.0,155.0,304.0,image38918.jpg,f
43121,1030.0,780.0,1243.0,769.0,1153.0,876.0,1106.0,944.0,image38931.jpg,f
43122,1771.0,197.0,1957.0,172.0,1921.0,326.0,1872.0,424.0,image38931.jpg,f
43123,198.0,122.0,245.0,116.0,255.0,154.0,241.0,188.0,image38969.jpg,f
43124,158.0,111.0,189.0,118.0,178.0,139.0,172.0,157.0,image38979.jpg,f
43125,81.0,31.0,106.0,22.0,102.0,49.0,99.0,58.0,image38981.jpg,f
43126,225.0,98.0,254.0,101.0,237.0,120.0,238.0,128.0,image38981.jpg,f
43127,373.0,184.0,409.0,177.0,405.0,205.0,407.0,227.0,image38982.jpg,f
43130,440.0,155.0,488.0,154.0,485.0,189.0,475.0,217.0,image39024.jpg,m
43132,432.0,286.0,466.0,271.0,481.0,293.0,482.0,331.0,image39051.jpg,m
43134,446.0,229.0,521.0,235.0,509.0,305.0,487.0,344.0,image39062.jpg,f
43135,386.0,679.0,694.0,732.0,502.0,938.0,451.0,1030.0,image39077.jpg,m
43136,1272.0,851.0,1416.0,864.0,1365.0,952.0,1334.0,1035.0,image39079.jpg,m
43138,452.0,315.0,496.0,314.0,486.0,341.0,479.0,366.0,image39110.jpg,f
43140,384.0,173.0,476.0,177.0,434.0,222.0,431.0,272.0,image39124.jpg,f
43141,228.0,113.0,299.0,144.0,272.0,145.0,253.0,195.0,image39129.jpg,m
43142,404.0,236.0,486.0,260.0,472.0,313.0,444.0,371.0,image39135.jpg,f
43144,318.0,222.0,391.0,213.0,365.0,255.0,366.0,287.0,image39137.jpg,f
43145,301.0,337.0,352.0,352.0,342.0,373.0,318.0,399.0,image39147.jpg,f
43146,244.0,170.0,292.0,168.0,282.0,200.0,277.0,235.0,image39162.jpg,f
43147,339.0,443.0,483.0,457.0,407.0,545.0,360.0,579.0,image39188.jpg,m
43148,297.0,161.0,333.0,163.0,321.0,185.0,314.0,207.0,image39191.jpg,f
43149,190.0,212.0,263.0,208.0,257.0,269.0,230.0,318.0,image39211.jpg,f
43153,491.0,316.0,591.0,317.0,567.0,383.0,554.0,428.0,image39242.jpg,m
43158,148.0,448.0,168.0,458.0,158.0,464.0,152.0,476.0,image39307.jpg,m
